"iter" "M_lnFgutabs.1." "M_lnkgutelim.1." "M_lnkufrac.1." "M_lnCltot.1." "M_lnClmet.1." "M_lnVdist.1." "M_lnVdistmet.1." "SD_lnFgutabs.1." "SD_lnkgutelim.1." "SD_lnkufrac.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "GSD_Ccpt.1." "GSD_Cmet.1." "GSD_Qu.1." "GSD_Q_fec.1." "GSD_Qu_met.1." "lnFgutabs.1.1." "lnkgutelim.1.1." "lnkufrac.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnFgutabs.1.2." "lnkgutelim.1.2." "lnkufrac.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnFgutabs.1.3." "lnkgutelim.1.3." "lnkufrac.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnFgutabs.1.4." "lnkgutelim.1.4." "lnkufrac.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnFgutabs.1.5." "lnkgutelim.1.5." "lnkufrac.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnFgutabs.1.6." "lnkgutelim.1.6." "lnkufrac.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnFgutabs.1.7." "lnkgutelim.1.7." "lnkufrac.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnFgutabs.1.8." "lnkgutelim.1.8." "lnkufrac.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "lnFgutabs.1.9." "lnkgutelim.1.9." "lnkufrac.1.9." "lnVdist.1.9." "lnVdistmet.1.9." "lnFgutabs.1.10." "lnkgutelim.1.10." "lnkufrac.1.10." "lnVdist.1.10." "lnVdistmet.1.10." "LnPrior" "LnData" "LnPosterior"
540 -0.143539 1.94945 -1.19773 -3.68245 -3.34702 -1.06182 -2.13164 0.149186 0.733865 0.464383 0.518924 0.0751676 1.29996 1.12398 1.29692 1.28476 1.29955 0.420732 -0.0161982 1.08013 -0.256473 -1.51003 1.99962 0.142225 -1.94283 1.14857 1.23876 0.00603528 -0.713808 1.05911 0.177571 -1.12424 1.37963 -4.3708 -0.58483 0.134282 1.60107 2.35555 0.0257509 1.12508 0.269783 -0.107049 2.43594 1.33461 -1.42713 -0.309433 -1.34123 -0.203349 0.216672 0.097988 -3.48064 0.87778 -2.05073 0.747445 1.4111 -0.464523 -1.30208 0.962605 -0.020391 -0.129212 0.563159 -1.17774 -0.00665289 0.578997 -2.08559 0.873541 0.0712074 -105.7879 -974.3816 -1080.17
750 -1.52528 1.3371 -0.947579 -3.71557 -1.26831 -1.02348 -1.86463 0.0241768 0.614202 0.369061 0.447994 0.0090621 1.29777 1.1001 1.29865 1.20871 1.29989 -2.44373 0.372877 1.26864 -0.077804 0.087462 -1.32065 -0.267223 -3.25397 0.955067 -1.61592 -0.808994 -0.631574 0.393977 -0.372482 -0.826 0.41995 -3.71958 -1.42077 0.411638 0.786231 1.82954 0.138557 1.12932 0.317852 -0.0251981 1.04917 1.17252 -2.40833 -0.620113 0.458038 0.193302 -0.0249921 -0.487731 -4.02965 0.105982 -0.225849 0.728734 1.00277 -0.393703 -1.60644 -1.26207 1.33306 -0.765298 0.498092 0.426991 -0.327538 0.313373 -3.27143 0.890541 0.0753089 -102.3671 -976.9432 -1079.31
710 -0.305791 1.55131 -1.54833 -3.69897 -1.84419 -1.26119 -1.46241 0.084058 0.762816 0.48599 0.485152 0.271131 1.2976 1.13629 1.29647 1.1953 1.2984 -0.881429 0.220972 1.8994 0.0678451 0.819352 -0.308488 0.343082 -1.25949 1.13735 -0.979435 -0.132664 -0.0395877 1.63945 -0.549177 0.147771 -0.172782 -3.5022 -0.127288 0.98054 1.06571 -1.00399 0.70973 2.15164 0.719738 -0.153563 0.168564 0.748029 -1.00684 0.114963 -1.61327 0.524814 0.201765 0.513191 -3.3237 -0.404385 -1.48288 1.09012 1.96228 -0.272889 -0.11134 -0.877028 1.87496 0.741618 1.24805 -0.257046 -1.50464 2.07885 -0.837472 1.71356 -0.393091 -98.12954 -990.6543 -1088.784
510 -2.2112 1.47589 -1.197 -3.71592 -2.17433 -0.732731 -1.27558 0.354213 0.705441 0.497794 0.385607 0.039308 1.29932 1.29827 1.29555 1.2195 1.29872 2.18596 -0.669687 1.1188 -1.03645 1.11204 0.192674 0.415817 -1.90153 0.371755 0.214488 -0.461955 1.60316 0.864693 -1.4074 2.34233 -0.0803964 -3.00088 -0.516224 0.0609025 0.626794 0.161743 -0.503681 1.22314 -0.768343 1.044 -1.05907 0.970873 -1.1583 -1.54142 -1.25875 0.467765 0.482435 0.236008 -5.44804 0.268491 -0.0598069 -0.149226 1.18065 -1.41553 -2.67937 -0.0894652 0.590742 -0.122193 0.0628923 -0.475109 -1.38537 0.75269 -1.675 0.0783303 0.868276 -104.1626 -979.3138 -1083.476
800 -1.48661 1.97567 -1.38001 -3.67048 -1.31324 -1.11343 -1.45175 0.136675 0.806879 0.428795 0.387884 0.0412501 1.29716 1.1754 1.29786 1.21755 1.29949 0.294951 -0.539935 2.00423 -0.0449521 1.84375 0.140698 0.330714 -1.99634 1.01113 -1.0285 -1.69879 -1.32217 1.61843 0.0584442 -0.591909 -1.22617 -2.96118 0.283434 1.53413 0.115328 -1.12639 1.51718 1.81199 0.585499 2.76099 1.58733 1.16319 -1.26742 -0.586292 -0.499603 1.89221 -0.557001 0.463722 -4.53726 -1.19391 -0.0788729 1.30999 2.06516 -0.294696 0.759881 -0.673566 2.69073 0.0955414 1.48193 -0.122939 1.46435 -0.10958 -1.37356 1.39866 0.57486 -112.4507 -985.2895 -1097.74
750 -1.68502 1.32956 -1.15372 -3.76185 -2.09533 -0.903619 -1.3729 0.192866 0.579321 0.572502 0.590327 0.106355 1.29919 1.14777 1.29861 1.29272 1.29922 -0.392618 0.356648 0.805903 -0.659206 -2.74285 0.448752 0.446991 -1.57651 0.712028 -1.34668 0.402277 -0.518869 0.560106 -0.765361 0.103855 0.106037 -4.4064 -0.362821 -0.359999 -0.0781027 0.414652 0.834779 0.956711 -0.196829 0.546693 0.427799 2.31738 -1.31089 -0.733845 -1.46357 -0.528418 -0.344873 0.123172 -3.56393 0.88457 0.350379 1.21119 1.34357 -0.68171 0.122964 -0.539702 2.36752 -0.319201 0.416711 1.03348 0.204735 1.05396 -1.90117 0.563572 0.555826 -97.43616 -980.8594 -1078.296
880 -0.660546 1.3085 -1.01631 -3.73117 -0.848143 -1.03187 -2.47278 0.316692 0.545907 0.608127 0.563919 0.0948855 1.2986 1.13132 1.29697 1.20087 1.29862 -1.47942 0.326793 0.78351 0.160896 0.446013 -1.10031 0.343768 -1.5361 0.968989 -1.05704 0.555381 -0.798706 0.41777 -0.167144 0.409282 -0.701008 -3.84806 -0.960632 0.0690985 0.290832 1.78731 -0.0901039 0.671461 0.0453968 -0.14111 0.63913 0.189897 -1.4715 -0.567039 1.2656 0.385877 1.08609 -0.294619 -3.40945 1.59074 -1.00317 3.44209 0.764841 -0.507473 -1.24773 0.856193 2.19457 -0.381213 0.428374 0.507105 -1.54827 1.92701 -1.72662 0.777195 1.3688 -104.3217 -980.3947 -1084.716
830 -0.555763 1.57872 -1.29491 -3.72809 -0.855439 -1.13938 -0.619541 0.103036 0.683874 0.404312 0.470157 0.191888 1.29925 1.20519 1.29458 1.10013 1.29984 -0.394522 1.36935 2.02349 0.24424 1.58683 2.50693 1.87953 -2.14452 1.14874 0.672402 -0.625745 -0.475402 1.57724 -0.198841 0.0593402 -0.0110509 -3.8605 -0.436283 0.755534 -0.785566 -0.00409525 -0.0513046 1.787 0.301434 2.37106 -0.648692 -0.459999 -1.0592 -0.225217 -1.58488 0.518378 1.58489 0.231999 -3.91103 -0.30308 -0.18595 0.0103413 2.18628 -0.288368 -0.912852 0.672346 -0.578515 -0.220678 0.599202 -0.375711 0.649655 -0.0981366 -1.60337 1.0091 -0.127272 -102.3323 -984.0242 -1086.357
920 -0.483508 1.47073 -1.27745 -3.77003 -3.304 -1.19058 -2.73155 0.184905 0.710626 0.497041 0.521184 0.267705 1.29944 1.19648 1.29421 1.17747 1.29958 -1.47061 0.211706 1.35477 -0.0513341 -0.597708 0.165828 0.467991 -1.66474 1.29804 1.40184 -0.0500596 -0.599476 1.0922 -0.303048 -0.612249 -1.27676 -3.29211 -0.242464 0.716186 -1.513 -2.09364 -0.236955 1.43688 0.445941 -1.40936 -0.807283 0.726412 -1.38495 -0.24738 1.12043 -1.75802 2.34755 0.68862 -3.28054 -0.0680518 1.77259 0.753653 1.4023 -0.316266 -0.159126 1.48985 0.62268 0.0713769 0.76267 -1.59896 0.847278 0.809712 -1.72727 1.044 1.39551 -102.121 -973.3374 -1075.458
570 -0.623542 1.56784 -1.20158 -3.72767 -1.75642 -1.27729 -1.97825 0.340192 0.750341 0.505739 0.568655 0.135072 1.29728 1.27255 1.29281 1.1378 1.29941 -2.1428 0.891578 1.17384 0.0350889 -2.40893 -1.43442 0.00317115 -1.47589 1.33347 1.20421 0.24016 -0.866755 0.719119 -0.100731 1.02598 -1.17333 -3.42697 -0.646424 0.446528 -0.873984 0.285158 0.445075 1.23613 0.376959 -0.743505 0.96775 1.25954 -1.95941 -0.0740079 -0.0208713 -1.25712 -0.186144 0.170073 -2.92498 -0.731104 -1.14615 1.82041 1.2871 -0.157382 -0.507824 0.26621 -0.649465 -0.371953 0.603113 -0.421849 -0.255062 0.631906 -1.62317 0.97405 -1.20804 -98.425 -986.4889 -1084.914
890 -2.10425 1.55177 -1.31033 -3.71963 -1.17433 -1.1508 -0.588692 0.173794 0.615141 0.469997 0.470055 0.371822 1.29901 1.19188 1.29148 1.17788 1.29921 1.75491 0.549487 1.32643 -0.210276 0.63443 -2.25342 0.412383 -1.42029 1.53843 -0.271891 0.720839 -0.431284 1.1294 -0.275324 -0.0734208 0.173233 -4.69039 -0.264189 0.268206 -0.291372 -0.116519 -0.602697 1.62552 0.124951 -0.10675 1.14134 -0.182677 -1.45147 -0.428009 -0.700657 0.410082 1.72048 0.833416 -3.51635 1.40647 -0.489848 0.819051 1.65095 -0.0186378 0.751455 0.234862 1.18861 -0.152754 0.988046 1.25098 -1.37388 0.703901 -2.19985 1.1288 -0.799837 -100.1129 -980.9711 -1081.084
690 -1.4174 1.25832 -1.24629 -3.76276 -2.48402 -1.37578 -2.29125 0.382344 0.73217 0.413321 0.67423 0.218783 1.29993 1.22408 1.29795 1.23197 1.29817 0.0348169 -1.13485 1.52277 0.0829274 -0.55014 -0.58191 1.17149 -2.27547 1.30114 -0.760433 0.12892 -0.396797 1.19377 0.238842 -0.131171 1.40129 -3.50538 -0.718291 0.529661 2.10495 0.675495 0.624692 1.48082 0.47415 -0.927065 0.608024 1.41655 -2.11853 0.0222139 0.9053 0.0754756 0.892837 0.602853 -2.32069 -1.4018 -0.460906 -0.284973 2.07961 0.324553 0.890311 0.412481 0.314933 -0.0231444 0.895445 -0.812419 0.55652 0.69964 -2.28409 1.07466 -1.63941 -99.40456 -980.4651 -1079.87
560 -1.00259 1.32615 -1.25227 -3.68895 -1.62365 -1.12469 -2.02138 0.0741019 0.537677 0.436445 0.422934 0.355171 1.29553 1.29516 1.29128 1.10676 1.29908 1.63183 -0.656609 1.50054 0.0895416 -0.191311 -1.13681 0.165461 -1.92634 1.30203 0.637911 -1.99857 -0.767347 1.08016 -0.316053 -0.781486 -1.33147 -3.04787 -0.013695 1.20612 -0.693682 0.190435 -1.08043 1.41327 0.194317 1.02961 -1.28659 0.572905 -1.67027 -0.326125 -0.30778 -0.546791 0.867448 0.244135 -4.08833 0.299872 -1.87846 0.942443 1.83569 -0.00422048 -0.849786 -1.1815 0.122842 -0.0821094 0.985521 0.466297 -0.752918 0.414286 -2.24335 0.878376 0.26245 -95.3429 -984.617 -1079.96
560 -0.70159 1.78689 -1.18088 -3.66683 -1.50524 -1.1443 -1.01935 0.0986865 0.686579 0.537425 0.607612 0.280726 1.29983 1.28716 1.28753 1.28691 1.29904 -2.1428 -1.33222 0.979412 -0.0966014 -1.66022 0.270906 2.0999 -1.9696 0.630664 2.08487 -0.310506 -1.5433 0.75815 -0.142049 1.52333 0.110343 -3.59652 -0.646424 0.502117 -0.873984 -0.28613 0.604627 1.12501 0.428307 0.540319 2.40105 0.620009 -1.21691 -0.208509 1.62382 0.711658 0.0142036 0.342185 -2.97276 -0.466156 -0.810014 -0.257398 1.08962 -0.252012 0.180811 -0.710938 1.64775 -0.260464 0.799348 -2.17311 -0.255062 0.398239 -1.82788 0.97405 -1.03605 -103.1402 -979.9701 -1083.11
